201,39.09971213340759
195,45.177985191345215
388,40.9783980846405
182,57.10254907608032
280,51.87759566307068
273,36.97227334976196
325,27.83477520942688
371,28.223787784576416
79,13.02794599533081
248,45.54279589653015
197,48.254255294799805
261,49.06372618675232
272,52.18793606758118
356,43.00664949417114
490,42.786200523376465
303,27.109564304351807
22,3.011451244354248
199,228.80179238319397
202,233.1868805885315
321,133.42742228507996
327,201.18335604667664
270,146.6369547843933
465,137.01301336288452
390,122.6716296672821
189,93.95044875144958
135,99.88425159454346
436,143.7027497291565
409,138.4707760810852
353,102.99646615982056
506,170.56830644607544
560,176.0978045463562
679,174.75690960884094
203,82.16287207603455
